,Unnamed: 0,smile,label,x,y
187,187,O=C1C=C(S)C(=O)C(=C1C)C(F)(F)F,False,0.4295115060050434,0.607647321642527
188,188,S=C1C(=C(OC(F)(F)F)C(=S)C(=C1F)C(F)(F)F)Cl,False,0.518729395031411,0.8541413788288356
189,189,N#CC1=C(S)C(=S)C(=C(C1=S)F)N(=O)=O,False,0.17464667000125694,0.7249919752322007
190,190,N#CC1=C(S)C(=S)C=C(C1=S)N(=O)=O,False,0.22554204457351043,0.7113346709614025
191,191,O=N(=O)c1c(N)c(OC(F)(F)F)c(c(c1Cl)N)O,False,0.9556372806206046,0.29187369382951506
192,192,COC1=C(N(=O)=O)C(=S)C(=C(C1=S)C(F)(F)F)OC,False,0.1379868801546024,0.662180859133728
193,193,Fc1cnc(s1)C(F)(F)F,False,0.6042231411914721,0.3052908606115344
194,194,COc1c(OC)c(N)c(c(c1N)C)C#N,False,0.9919747362145032,0.6072937246505581
195,195,CC1=C(O)C(=O)C(=C(C1=O)F)Cl,False,0.6625673205949018,0.7109412908574371
196,196,COc1c(N)c(F)cc(c1F)N,False,0.8432704247672306,0.47860520133308276
197,197,N#Cc1cc(N)c(c(c1N)C(F)(F)F)S,False,0.8906818100077011,0.5043805070756145
198,198,Sc1c(N)c(OC(F)(F)F)c(c(c1C(F)(F)F)N)C(F)(F)F,False,0.8278180841332703,0.6776400312923676
199,199,N#Cc1c(N)c(F)c(c(c1O)N)F,False,0.9557891540287794,0.6384204386238189
200,200,O=C1C(=C(O)C(=O)C(=C1S)C(F)(F)F)O,False,0.6348731527043366,0.5540817938712408
201,201,COc1c(C)c(N)c(c(c1N)C(F)(F)F)N(=O)=O,False,0.9181830586251377,0.2879847893946573
202,202,S=C1C=C(S)C(=S)C(=C1OC(F)(F)F)O,False,0.4819305053090805,0.9657013678110183
203,203,Nc1cc(O)c(c(c1C(F)(F)F)O)N,False,0.8296325931605798,0.4381231487094452
204,204,N#Cc1c(N)c(C)c(c(c1F)N)O,False,0.9628494877424142,0.6390978556557594
205,205,S=C1C=C(C)C(=S)C(=C1OC(F)(F)F)C,False,0.4791938251001211,0.9671301784508926
206,206,O=C1C(=C(OC(F)(F)F)C(=O)C(=C1C)C(F)(F)F)C,False,0.524756340696252,0.6989614675544914
207,207,COC1=C(C(=S)C(=C(C1=S)C)C#N)C(F)(F)F,False,0.27047493439891906,0.8888438803377817
208,208,COc1c(N)cc(c(c1OC(F)(F)F)N)S,False,0.898595578837538,0.46201559877534265
209,209,Cc1c(Cl)c(N)c(c(c1N)C(F)(F)F)S,False,0.7803676923436298,0.3967201256690886
210,210,O=C1C(=C(OC(F)(F)F)C(=O)C(=C1C(F)(F)F)Cl)C,False,0.5331623892327092,0.7068363844817983
211,211,SC#COC(F)(F)F,False,0.4850504804813378,0.23280264226111336
212,212,O=C1C(=C(Cl)C(=O)C(=C1S)N(=O)=O)F,False,0.2861397087041334,0.536976815416746
213,213,COC1=C(C(=S)C(=C(C1=S)S)C)C(F)(F)F,False,0.5558447086985716,0.8611449317402192
214,214,COc1c(C)c(N)c(c(c1N)O)C#N,False,0.994354654812433,0.6074002039945487
215,215,Clc1c(C)c(N)c(c(c1N)N(=O)=O)Cl,False,0.8504106625811138,0.31451372460432275
216,216,N#CC1=C(Cl)C(=O)C(=C(C1=O)OC(F)(F)F)S,False,0.38944578441910827,0.7236938657443149
217,217,Clc1cnc(s1)O,False,0.6039031391744034,0.3057782020082915
218,218,N#CC1=C(OC(F)(F)F)C(=O)C(=C(C1=O)N(=O)=O)N(=O)=O,False,0.3604061235091211,0.45360355808008285
219,219,N#Cc1c(S)c(N)c(c(c1N)S)N(=O)=O,False,0.8464276563849308,0.2513504089258812
220,220,Cc1c(N)c(N(=O)=O)c(c(c1Cl)N)F,False,0.8543260005717499,0.3097118650319453
221,221,O=C1C(=C(O)C(=O)C(=C1F)C(F)(F)F)O,False,0.6355259562259012,0.5470425293198602
222,222,N#CC1=C(OC)C(=S)C(=C(C1=S)OC(F)(F)F)F,False,0.24830513577579094,0.9153053429754531
223,223,Nc1c(F)c(O)c(c(c1Cl)S)N,False,0.7610336438902283,0.4615775014873812
224,224,COc1c(N)c(OC(F)(F)F)c(c(c1OC(F)(F)F)N)S,False,0.830404937665532,0.7023532797621929
225,225,N#CC1=C(O)C(=O)C(=C(C1=O)F)S,False,0.6436998156829316,0.61897695156953
226,226,Cc1c(S)c(N)c(c(c1N)F)S,False,0.7516988056654416,0.46145492947779193
227,227,COC1=C(OC(F)(F)F)C(=S)C(=C(C1=S)C(F)(F)F)OC(F)(F)F,False,0.5350571138194048,0.8514221875970748
228,228,N#CC1=C(OC(F)(F)F)C(=O)C=C(C1=O)C(F)(F)F,False,0.390959185133907,0.6627449305256784
229,229,FC(OC1=C(N1)C(F)(F)F)(F)F,False,0.5524617433628614,0.31975774948626134
230,230,O=N(=O)c1c(N)c(OC(F)(F)F)c(c(c1O)N)O,False,0.9531055256929688,0.29289603699822514
231,231,COC1=C(Cl)C(=O)C(=C(C1=O)O)C(F)(F)F,False,0.4899146713197673,0.7163455143609615
232,232,O=C1C=C(O)C(=O)C(=C1Cl)F,False,0.42365768341884247,0.6412856162795669
233,233,COC1=C(N(=O)=O)C(=S)C(=C(C1=S)C(F)(F)F)N(=O)=O,False,0.13861027303472062,0.6619861530617452
234,234,N#CC1=C(C)C(=O)C(=CC1=O)Cl,False,0.38360830379724303,0.6232300526251557
235,235,N#Cc1c(C)c(N)c(c(c1N)Cl)S,False,0.9655683406235783,0.644523299119282
236,236,S=C1C=C(F)C(=S)C(=C1S)S,False,0.3883186297429387,0.9443908693168935
237,237,O=N(=O)C1=C(C)C(=O)C(=C(C1=O)OC(F)(F)F)O,False,0.39483957592613667,0.47888200622265836
238,238,Nc1cc(c(c(c1O)F)N)C(F)(F)F,False,0.835662145441777,0.4458242379351674
239,239,COC1=C(F)C(=S)C(=C(C1=S)OC(F)(F)F)O,False,0.5019366640427471,0.8236800399915162
240,240,O=C1C(=C(S)C(=O)C(=C1Cl)N(=O)=O)F,False,0.28460404088568597,0.5366905012247711
241,241,N#Cc1c(N)c(OC(F)(F)F)c(c(c1C)N)C(F)(F)F,False,0.9891941847612683,0.5586044401748428
242,242,N#Cc1c(Cl)c(N)c(c(c1N)S)C(F)(F)F,False,0.9274106288397072,0.5965905493475
243,243,COC1=C(S)C(=S)C(=C(C1=S)F)C(F)(F)F,False,0.5598521384821483,0.859975660188322
244,244,OC1=C(C(=O)C(=C(C1=O)C(F)(F)F)O)C(F)(F)F,False,0.6356630167857936,0.5462252330719322
